"doctor","hospital","patient_count","medical_condition_count","total_billing_amount","average_billing_amount","average_patient_age","average_length_of_stay","first_admission_date","latest_admission_date"
Patrick Watts,Rios-Mitchell,1,1,2390.37,2390.37,36,19,2022-03-25,2022-03-25
Patrick Weaver,Herrera-Sanders,1,1,2513.84,2513.84,75,28,2022-06-17,2022-06-17
Patrick Wells,"Smith, and Beard Gardner",1,1,48936.40,48936.42,28,23,2023-11-02,2023-11-02
Patrick White,Garcia Group,2,1,36566.80,18283.39,82,14,2022-08-12,2022-08-12
Patrick Wilcox,Clark Group,1,1,29691.40,29691.44,85,13,2020-06-13,2020-06-13
Patrick Williams,and Sons Patton,1,1,38227.80,38227.80,60,12,2023-10-07,2023-10-07
Patrick Wise,Hall-Medina,2,1,97348.40,48674.22,36,21,2024-04-08,2024-04-08
Patrick Woods,"Brewer and Rodriguez, Holmes",2,1,43444.40,21722.18,20,7,2020-05-02,2020-05-02
Patrick Woods,Miller LLC,1,1,35451.10,35451.09,73,22,2022-07-19,2022-07-19
Patrick Wright,"Martinez and Aguilar, Olson",1,1,46748.10,46748.05,59,14,2021-02-10,2021-02-10
Patrick Young,"Nelson, Norris and Cabrera",1,1,3799.94,3799.94,20,19,2020-09-12,2020-09-12
Patty Bullock,"and Long Simmons Clark,",2,1,92109.80,46054.89,67,5,2023-05-15,2023-05-15
Patty Day,Costa LLC,1,1,35662.20,35662.20,69,3,2020-09-15,2020-09-15
Patty Durham,Baldwin Inc,1,1,41304.50,41304.54,68,14,2023-07-07,2023-07-07
Patty Gibson,Green Inc,1,1,48735.90,48735.85,47,7,2023-12-21,2023-12-21
Patty Hernandez,Ashley Sons and,1,1,44351.00,44351.02,29,30,2021-07-02,2021-07-02
Patty Hood,Mooney-Jimenez,2,1,49766.90,24883.44,79,24,2023-06-29,2023-06-29
Patty Morrison,"Williams Scott Melton, and",1,1,4795.25,4795.25,38,20,2021-06-14,2021-06-14
Patty Palmer,"and Anderson, Scott Nelson",1,1,44409.90,44409.94,35,5,2023-07-29,2023-07-29
Patty Porter,"Nelson and Coleman Adams,",1,1,45872.90,45872.86,55,1,2019-10-08,2019-10-08
Patty Stark,Glover-Rogers,1,1,38547.40,38547.36,18,28,2020-09-10,2020-09-10
Patty Terry,Kelly Group,1,1,46349.50,46349.47,78,3,2019-08-14,2019-08-14
Paul Acevedo,Bauer-Santos,2,1,90477.20,45238.61,20,17,2022-02-19,2022-02-19
Paul Alvarado,LLC Jenkins,1,1,26205.70,26205.71,25,6,2022-02-06,2022-02-06
Paul Anderson,"and Torres Hart, White",1,1,6366.40,6366.40,37,12,2022-09-04,2022-09-04
Paul Anderson,Becker-Robinson,2,1,6325.28,3162.64,57,8,2022-07-19,2022-07-19
Paul Anderson,"Terry Nixon, Cobb and",1,1,27424.20,27424.16,42,13,2022-08-26,2022-08-26
Paul Andrade,"Kelly, Rodriguez and Logan",1,1,41992.60,41992.55,27,23,2022-08-04,2022-08-04
Paul Ashley,"Robertson, and Phillips Hopkins",1,1,32034.80,32034.81,47,23,2023-06-28,2023-06-28
Paul Baldwin,"and Meyer Mcintyre, Gardner",1,1,23851.00,23850.96,75,9,2020-04-06,2020-04-06
Paul Ball,Thomas-Nielsen,1,1,9889.81,9889.81,49,12,2019-10-13,2019-10-13
Paul Baxter,Davis PLC,1,1,6921.02,6921.02,59,23,2019-07-18,2019-07-18
Paul Beck,and Sons Miller,1,1,34314.10,34314.14,40,10,2022-06-08,2022-06-08
Paul Bennett II,Inc Johnson,1,1,14303.70,14303.66,45,29,2019-10-18,2019-10-18
Paul Benson,Ltd Pitts,2,1,36628.40,18314.22,67,18,2021-05-10,2021-05-10
Paul Benton,Carpenter PLC,1,1,36140.40,36140.44,64,5,2023-01-27,2023-01-27
Paul Blake,"Bryan Bradley Rangel, and",1,1,7375.72,7375.72,71,28,2024-03-14,2024-03-14
Paul Bowman,Reed-Henry,1,1,7215.48,7215.48,83,9,2019-08-09,2019-08-09
Paul Boyer,"Stewart and White, Parker",1,1,12400.10,12400.09,22,15,2019-08-25,2019-08-25
Paul Braun,Hill Group,1,1,16825.50,16825.53,76,22,2024-01-14,2024-01-14
Paul Brewer,Morgan-Ryan,1,1,29675.20,29675.17,66,23,2022-06-28,2022-06-28
Paul Brewer,PLC Smith,1,1,22887.70,22887.65,61,23,2022-12-24,2022-12-24
Paul Brewer,Washington-Butler,1,1,19214.00,19213.98,51,8,2024-03-06,2024-03-06
Paul Brooks,"Ruiz, Stafford and Coleman",1,1,27968.30,27968.26,61,28,2020-04-01,2020-04-01
Paul Brooks,Thompson Inc,1,1,3704.58,3704.58,19,14,2019-11-24,2019-11-24
Paul Brown,"and Keller, Garcia Rios",1,1,45162.80,45162.76,76,4,2023-04-11,2023-04-11
Paul Buck,and Sons Myers,1,1,47476.50,47476.46,69,1,2023-12-27,2023-12-27
Paul Burke,"Mills, Hall and Booth",1,1,20901.60,20901.57,24,16,2021-02-08,2021-02-08
Paul Butler,Jones Ltd,1,1,42801.20,42801.23,32,24,2019-07-09,2019-07-09
Paul Butler,PLC Martinez,1,1,12671.10,12671.10,39,21,2022-10-15,2022-10-15
Paul Camacho,LLC Cross,1,1,12084.40,12084.37,23,12,2023-08-20,2023-08-20
Paul Campbell,Gonzalez-Miller,1,1,21671.30,21671.32,22,23,2023-07-29,2023-07-29
Paul Campbell,Nguyen-Bowman,1,1,28152.80,28152.78,73,29,2023-05-04,2023-05-04
Paul Carpenter,Nelson-Keller,1,1,44447.60,44447.61,19,18,2021-03-23,2021-03-23
Paul Carr,Ramirez-Franklin,1,1,47143.20,47143.24,26,19,2020-05-27,2020-05-27
Paul Carrillo,Hayes-Atkinson,1,1,17789.30,17789.35,26,17,2023-09-29,2023-09-29
Paul Casey,"and Anderson Nichols Whitaker,",1,1,25334.90,25334.94,80,5,2019-05-23,2019-05-23
Paul Castillo,"and Hardin Buck, Weaver",1,1,31174.70,31174.68,80,10,2022-05-19,2022-05-19
Paul Castillo,Mills-Clark,1,1,1856.78,1856.78,60,23,2021-06-22,2021-06-22
Paul Chambers,Peterson-Medina,1,1,11506.30,11506.32,39,25,2019-07-30,2019-07-30
Paul Chen,"and Neal Vargas, Welch",1,1,40786.40,40786.35,53,29,2021-09-16,2021-09-16
Paul Chen,Gonzales-Wright,1,1,9140.37,9140.37,59,3,2022-07-05,2022-07-05
Paul Clarke,Moore LLC,1,1,1948.26,1948.26,34,2,2020-07-02,2020-07-02
Paul Coleman,"and Shaw, Page Banks",1,1,24986.00,24985.98,65,1,2022-04-30,2022-04-30
Paul Coleman,Gonzalez LLC,1,1,46084.70,46084.67,57,12,2024-03-10,2024-03-10
Paul Collier,Miller-Payne,1,1,43255.20,43255.19,36,12,2020-07-24,2020-07-24
Paul Contreras,"and Turner Powell, Keller",1,1,414.27,414.27,73,3,2021-10-03,2021-10-03
Paul Crawford,Group Herman,1,1,15585.10,15585.12,18,10,2021-01-13,2021-01-13
Paul Cross,Hodge-Mitchell,1,1,45169.40,45169.44,49,9,2023-09-30,2023-09-30
Paul Cunningham,Ltd Nelson,1,1,30795.50,30795.51,70,3,2021-10-31,2021-10-31
Paul Daugherty,Maxwell-Edwards,1,1,24101.20,24101.24,18,21,2019-08-07,2019-08-07
Paul Davis,"Brewer, and Anderson Jones",1,1,21242.20,21242.25,32,10,2023-11-12,2023-11-12
Paul Davis,Porter-Mueller,1,1,2586.62,2586.62,45,30,2023-10-19,2023-10-19
Paul Decker,Henry-Buchanan,1,1,31750.10,31750.13,20,19,2023-03-21,2023-03-21
Paul Edwards,"Contreras and Bowen, Floyd",1,1,4301.08,4301.08,47,10,2022-06-18,2022-06-18
Paul Erickson,"Ellis and Montgomery Morgan,",1,1,48522.20,48522.17,35,15,2020-10-13,2020-10-13
Paul Escobar,Koch-Smith,1,1,15531.80,15531.81,20,16,2021-04-16,2021-04-16
Paul Evans,Holloway Group,1,1,18849.70,18849.71,31,29,2024-04-19,2024-04-19
Paul Everett,Fisher-Lewis,1,1,21268.70,21268.73,52,30,2021-07-27,2021-07-27
Paul Fernandez,Ltd Johnson,2,1,1316.78,658.39,72,27,2020-02-26,2020-02-26
Paul Fields,Allen-Deleon,1,1,19013.70,19013.67,45,26,2020-09-19,2020-09-19
Paul Fields,Stewart-Vance,1,1,24145.70,24145.73,38,7,2024-05-06,2024-05-06
Paul Fletcher,Ltd Barnes,1,1,44566.20,44566.24,78,4,2023-08-28,2023-08-28
Paul Francis DVM,Rose-White,1,1,28277.60,28277.61,65,23,2020-10-16,2020-10-16
Paul Frost,"Leonard Ramirez, Hunter and",1,1,38656.80,38656.83,33,11,2021-08-04,2021-08-04
Paul Garcia,Ho-Turner,2,1,45173.30,22586.66,76,14,2019-10-28,2019-10-28
Paul Garcia,Moore-Flowers,1,1,28500.40,28500.36,36,5,2020-10-16,2020-10-16
Paul Gardner,Warner Ltd,1,1,47117.60,47117.64,60,23,2024-03-04,2024-03-04
Paul Gomez,Montgomery-Dudley,1,1,31694.60,31694.58,81,21,2023-05-15,2023-05-15
Paul Gomez,Mullins PLC,1,1,36072.60,36072.57,27,14,2021-05-08,2021-05-08
Paul Gonzalez,"and Gutierrez, Castro Morris",1,1,9544.22,9544.22,48,1,2019-12-18,2019-12-18
Paul Gonzalez DDS,Huffman-Snyder,1,1,3435.22,3435.22,21,12,2021-03-02,2021-03-02
Paul Greene,"Davis Ruiz and Hanna,",1,1,19938.50,19938.54,61,9,2023-01-15,2023-01-15
Paul Gross,"and Pham Castro Johnson,",1,1,13931.70,13931.73,34,16,2022-08-12,2022-08-12
Paul Hahn,"Henderson and White, Hawkins",1,1,42308.80,42308.76,42,7,2021-11-10,2021-11-10
Paul Hale,Inc Lopez,1,1,35732.40,35732.35,18,17,2021-12-01,2021-12-01
Paul Hamilton,"Coleman and Mcdonald Estes,",1,1,40593.60,40593.60,49,23,2020-05-13,2020-05-13
Paul Hamilton,Sons Lowe and,2,1,31438.70,15719.33,76,15,2020-01-07,2020-01-07
Paul Hanna,"Love Williamson Walker, and",1,1,10142.20,10142.23,21,8,2020-10-24,2020-10-24
Paul Hansen,"Wells and Davila Cooper,",1,1,30065.30,30065.26,46,26,2023-06-20,2023-06-20
Paul Hanson,Murphy-Rodriguez,1,1,41664.10,41664.13,23,23,2022-10-20,2022-10-20
Paul Harding,LLC Perez,1,1,28921.60,28921.59,78,22,2021-12-14,2021-12-14
Paul Hardy,Bates Inc,1,1,45905.70,45905.66,36,30,2022-05-12,2022-05-12
Paul Harris,Hill LLC,1,1,25819.90,25819.92,61,14,2019-07-19,2019-07-19
Paul Harris,Swanson PLC,1,1,39577.20,39577.21,61,8,2022-12-02,2022-12-02
Paul Hart,Carter Ltd,1,1,18788.20,18788.21,63,15,2019-11-15,2019-11-15
Paul Hernandez,Yates-Simpson,1,1,35998.70,35998.67,40,8,2023-10-13,2023-10-13
Paul Herrera,"Smith and Meyer, Rodriguez",1,1,42360.00,42360.03,40,17,2023-02-06,2023-02-06
Paul Hoffman,"Carrillo, and Liu Baldwin",1,1,7185.42,7185.42,64,23,2019-06-13,2019-06-13
Paul Hogan,"Olson, Decker Sims and",1,1,31672.10,31672.12,46,27,2024-03-19,2024-03-19
Paul Hood,Ltd Clark,1,1,29432.80,29432.77,41,19,2024-01-22,2024-01-22
Paul House,Wagner-Petersen,1,1,27459.90,27459.95,79,8,2022-09-26,2022-09-26
Paul Huang,LLC Young,1,1,9354.32,9354.32,85,18,2020-06-12,2020-06-12
Paul Hunt,Hernandez-Bowman,1,1,42211.70,42211.69,31,24,2024-04-09,2024-04-09
Paul Jackson,"and Cooper Miller Brooks,",1,1,48625.10,48625.05,19,6,2023-09-14,2023-09-14
Paul Jackson,"Fitzpatrick Ford Ball, and",1,1,39588.20,39588.23,46,8,2022-11-22,2022-11-22
Paul Jackson,Harris Ltd,1,1,30211.00,30211.04,39,27,2020-04-04,2020-04-04
Paul Johnson,Barnes-Sanchez,1,1,23106.00,23105.97,38,21,2022-03-22,2022-03-22
Paul Johnson,Khan-Mcdaniel,1,1,18535.20,18535.25,44,6,2019-11-12,2019-11-12
Paul Johnson,"Ruiz and Wright Adams,",1,1,19193.30,19193.35,67,15,2020-06-17,2020-06-17
Paul Jones,"and Anderson, Berry Franklin",1,1,21899.50,21899.50,45,22,2020-01-13,2020-01-13
Paul Jones,and Sons Jensen,1,1,15724.10,15724.08,29,8,2021-10-07,2021-10-07
Paul Jones,Cameron-Brown,1,1,32880.80,32880.81,59,14,2021-11-14,2021-11-14
Paul Jones,Cooper Inc,1,1,17558.80,17558.80,73,12,2022-07-13,2022-07-13
Paul Jones,"Garcia Becker, Morrison and",1,1,38533.10,38533.08,41,22,2023-06-12,2023-06-12
Paul Kaiser,Morgan-Perez,1,1,5844.08,5844.08,19,26,2022-03-26,2022-03-26
Paul Keller Jr.,Ltd Martin,1,1,40495.70,40495.74,51,7,2023-07-16,2023-07-16
Paul Key,Andrews PLC,1,1,21768.30,21768.34,81,3,2023-11-18,2023-11-18
Paul King,"Mcconnell and Roach Mitchell,",1,1,39816.90,39816.92,60,16,2024-03-09,2024-03-09
Paul Le,"Baker Andrade, and Johnson",2,1,57063.50,28531.77,64,3,2023-07-19,2023-07-19
Paul Lee,"Lee, and Nicholson Ewing",1,1,50962.40,50962.35,67,21,2022-09-04,2022-09-04
Paul Lee,Pittman-Moody,1,1,29882.50,29882.50,43,30,2020-11-19,2020-11-19
Paul Lee,Thompson PLC,1,1,43462.80,43462.81,68,2,2023-09-17,2023-09-17
Paul Lewis,Group Johnson,1,1,20433.60,20433.62,78,21,2022-05-02,2022-05-02
Paul Lewis,"Snyder, Clarke Jones and",1,1,33047.20,33047.24,43,20,2020-05-13,2020-05-13
Paul Lewis,Villanueva Group,1,1,38171.60,38171.61,35,5,2021-05-02,2021-05-02
Paul Lindsey,"Joyce Casey, and Horton",1,1,41366.10,41366.12,64,21,2020-08-20,2020-08-20
Paul Livingston,and Rodriguez Sons,1,1,20063.80,20063.81,39,5,2021-01-05,2021-01-05
Paul Lopez,PLC Christian,1,1,43211.20,43211.16,74,1,2019-07-25,2019-07-25
Paul Lopez,"Stephens, Smith and Villarreal",1,1,41122.30,41122.30,77,20,2019-06-07,2019-06-07
Paul Lopez,"Wagner and Briggs Benjamin,",1,1,7125.39,7125.39,49,11,2022-09-20,2022-09-20
Paul Lopez,"White and Wallace, Anderson",1,1,47377.10,47377.06,69,1,2020-08-13,2020-08-13
Paul Lowe,Lewis Group,1,1,5502.64,5502.64,18,27,2019-09-27,2019-09-27
Paul Lowe,"Smith, Alexander and Taylor",1,1,10849.50,10849.52,63,30,2024-02-23,2024-02-23
Paul Lyons,Cobb-Zimmerman,1,1,44003.60,44003.64,71,6,2024-03-21,2024-03-21
Paul Maldonado,Barry-Whitaker,1,1,44289.10,44289.15,56,7,2020-06-21,2020-06-21
Paul Manning,and Sons Sanchez,1,1,6200.51,6200.51,46,8,2022-10-20,2022-10-20
Paul Martinez,Landry Group,1,1,19826.10,19826.12,30,12,2019-08-22,2019-08-22
Paul Martinez,"Miller Barnett Everett, and",1,1,14962.50,14962.55,43,26,2020-07-05,2020-07-05
Paul Mata,LLC Lopez,1,1,32391.60,32391.55,76,17,2023-02-01,2023-02-01
Paul Mayer,"and Russo Noble Gonzalez,",1,1,25798.40,25798.43,71,17,2024-01-19,2024-01-19
Paul Mayo,Green Inc,1,1,23430.50,23430.47,42,23,2020-12-07,2020-12-07
Paul Mccann,Moore-Jimenez,2,1,81419.30,40709.66,37,10,2021-01-09,2021-01-09
Paul Mccormick,Cummings-Hernandez,1,1,34207.30,34207.32,68,27,2020-08-27,2020-08-27
Paul Mccormick,LLC Ayala,1,1,19412.10,19412.13,44,3,2021-03-24,2021-03-24
Paul Mcdaniel,Nichols-Garcia,1,1,47562.00,47562.03,53,25,2019-08-20,2019-08-20
Paul Mcguire,Cohen LLC,1,1,1388.91,1388.91,71,24,2020-05-22,2020-05-22
Paul Mckenzie,Morris-Jones,1,1,17637.40,17637.42,25,20,2021-12-12,2021-12-12
Paul Mcneil,LLC Smith,1,1,5743.60,5743.60,42,18,2023-05-25,2023-05-25
Paul Meadows,"Wilson Cole, and Ellis",1,1,49236.10,49236.08,19,21,2020-02-09,2020-02-09
Paul Mejia,Flynn-Johnson,1,1,7636.82,7636.82,33,13,2020-11-19,2020-11-19
Paul Meyer,Group Knight,1,1,40057.40,40057.45,41,27,2020-11-08,2020-11-08
Paul Meyers,Rubio-Wagner,1,1,40730.40,40730.45,22,3,2021-10-01,2021-10-01
Paul Miles,LLC Park,2,1,17726.80,8863.39,82,5,2020-09-12,2020-09-12
Paul Miller,"Freeman Powell, Erickson and",1,1,26711.80,26711.82,69,28,2023-10-03,2023-10-03
Paul Miller,Inc Brock,1,1,27439.40,27439.44,76,21,2023-06-15,2023-06-15
Paul Miller,"Johnson, and Castillo Coleman",1,1,21531.90,21531.95,76,9,2020-09-09,2020-09-09
Paul Miller,LLC Morgan,1,1,39167.00,39167.01,39,6,2023-03-26,2023-03-26
Paul Moore,Carroll PLC,1,1,15050.00,15049.95,54,16,2022-06-12,2022-06-12
Paul Morales,Welch-Heath,2,1,90877.40,45438.70,77,3,2021-11-17,2021-11-17
Paul Morgan,"and Turner, Collins Holder",1,1,8229.37,8229.37,66,23,2020-01-28,2020-01-28
Paul Morris,LLC Cooper,1,1,33810.90,33810.92,65,5,2020-11-19,2020-11-19
Paul Morrison,"Rasmussen Forbes Monroe, and",1,1,5966.40,5966.40,79,21,2020-04-05,2020-04-05
Paul Moses,"Gutierrez Garcia and Garcia,",1,1,33471.90,33471.86,79,27,2020-04-03,2020-04-03
Paul Moss,Gaines-Dixon,2,1,90807.10,45403.55,62,8,2023-09-10,2023-09-10
Paul Murray,Murphy Sons and,2,1,46658.10,23329.07,50,23,2020-12-17,2020-12-17
Paul Murray,Sullivan-Sawyer,1,1,49687.20,49687.25,62,27,2023-08-16,2023-08-16
Paul Myers,Wright-Ingram,1,1,24719.70,24719.66,63,18,2021-08-21,2021-08-21
Paul Nash III,"Wright Dickson and Smith,",1,1,28755.30,28755.29,82,23,2020-06-12,2020-06-12
Paul Norton,PLC Morton,1,1,21434.70,21434.66,76,18,2019-10-31,2019-10-31
Paul Odonnell,"and Hancock Hill, Smith",1,1,19612.80,19612.78,54,24,2022-09-20,2022-09-20
Paul Odonnell,"Combs and Steele Mitchell,",1,1,22527.40,22527.38,82,10,2021-07-12,2021-07-12
Paul Olsen,"Santana Roberts, Campos and",2,1,48954.20,24477.09,85,26,2022-08-23,2022-08-23
Paul Olson,Group Combs,1,1,22232.60,22232.57,48,19,2020-06-28,2020-06-28
Paul Ortega,Cox-Glenn,1,1,5053.98,5053.98,20,25,2021-12-10,2021-12-10
Paul Ortiz,"and Reese, Hansen Hart",1,1,44690.00,44690.01,75,26,2020-03-06,2020-03-06
Paul Parks,Hernandez-Blankenship,1,1,40752.40,40752.35,57,26,2020-04-26,2020-04-26
Paul Parsons,LLC Hebert,1,1,37106.10,37106.14,85,14,2022-05-24,2022-05-24
Paul Paul,Luna and Sons,1,1,18496.10,18496.09,71,22,2021-02-03,2021-02-03
Paul Pearson,Wong-Gonzalez,1,1,28482.10,28482.14,80,23,2024-02-07,2024-02-07
Paul Pena,Randall Inc,1,1,34947.10,34947.12,79,14,2020-09-10,2020-09-10
Paul Perez,"Avery and French, Collins",1,1,9044.73,9044.73,34,27,2019-12-08,2019-12-08
Paul Perez,"Lawson, Randall Mcdonald and",1,1,16793.90,16793.88,58,16,2021-10-14,2021-10-14
Paul Peterson,Young-Santiago,1,1,43753.30,43753.29,79,20,2022-11-15,2022-11-15
Paul Phillips,Hogan-Mclaughlin,2,1,9542.86,4771.43,26,25,2019-09-04,2019-09-04
Paul Phillips,Inc Phillips,1,1,47309.80,47309.83,63,8,2021-12-08,2021-12-08
Paul Potter,"Robertson Soto, Martin and",1,1,7623.92,7623.92,43,30,2023-02-24,2023-02-24
Paul Proctor,PLC Zamora,1,1,7219.86,7219.86,24,6,2019-10-31,2019-10-31
Paul Ramos,Smith-Hall,1,1,3955.78,3955.78,71,12,2020-11-25,2020-11-25
Paul Ray,Group Wiggins,1,1,37893.20,37893.24,41,9,2020-02-14,2020-02-14
Paul Reilly,"Mayer Cohen Wood, and",1,1,34410.30,34410.29,22,22,2019-06-28,2019-06-28
Paul Reynolds,Jacobs-Zuniga,1,1,8806.85,8806.85,63,29,2020-04-18,2020-04-18
Paul Rich,Morris-Bush,1,1,2931.00,2931.00,52,26,2022-05-05,2022-05-05
Paul Rivers,Vasquez-Cooke,1,1,8295.24,8295.24,27,14,2022-10-13,2022-10-13
Paul Roberts,Barker Inc,1,1,45811.10,45811.06,76,7,2020-02-22,2020-02-22
Paul Robinson,Carrillo-Gonzalez,1,1,44774.50,44774.49,69,8,2021-04-15,2021-04-15
Paul Roman,and Gonzalez Sons,1,1,17414.40,17414.37,53,13,2019-12-15,2019-12-15
Paul Rosario,Ramos LLC,2,1,89662.00,44830.98,45,3,2024-05-07,2024-05-07
Paul Rose,"and Case, West Rodriguez",1,1,28182.10,28182.12,23,4,2021-07-19,2021-07-19
Paul Ruiz,Christian-Hall,1,1,34510.90,34510.88,85,17,2024-01-19,2024-01-19
Paul Ruiz,"Moreno Rodriguez, and Duran",1,1,14370.50,14370.46,58,29,2023-02-12,2023-02-12
Paul Russell,Howard LLC,1,1,18792.20,18792.20,82,5,2023-12-13,2023-12-13
Paul Ryan,Simpson-Berg,1,1,7810.98,7810.98,26,6,2022-09-19,2022-09-19
Paul Sanchez,"Carson, Johnson Martin and",1,1,8139.93,8139.93,27,24,2019-10-07,2019-10-07
Paul Sanchez,Duarte-Vargas,1,1,6982.83,6982.83,63,29,2020-03-16,2020-03-16
Paul Sandoval,Hill-Wilson,1,1,44967.20,44967.24,20,3,2020-02-22,2020-02-22
Paul Schwartz,Lopez-Kim,2,1,100777.00,50388.51,41,20,2022-08-18,2022-08-18
Paul Shannon,Williams-Campbell,1,1,37758.00,37758.04,58,22,2023-03-18,2023-03-18
Paul Sharp,LLC Oneill,2,1,65281.40,32640.69,49,18,2020-10-26,2020-10-26
Paul Short,Gibson-Wallace,1,1,35587.70,35587.68,65,20,2023-05-13,2023-05-13
Paul Simmons,Blackwell Ltd,1,1,5137.08,5137.08,78,6,2023-09-20,2023-09-20
Paul Simmons,Burns LLC,1,1,21383.40,21383.38,52,6,2023-09-30,2023-09-30
Paul Smith,"Clark Scott, Sims and",1,1,29404.90,29404.91,71,11,2023-11-29,2023-11-29
Paul Smith,"Daugherty Gutierrez, and Morgan",1,1,34276.60,34276.57,25,3,2019-10-07,2019-10-07
Paul Smith,Gonzalez Ltd,1,1,13243.60,13243.61,85,23,2020-05-06,2020-05-06
Paul Smith,"Lynn Lopez, Weber and",1,1,19682.10,19682.05,21,28,2022-11-24,2022-11-24
Paul Smith,Oliver-Camacho,1,1,39414.00,39414.03,35,23,2022-11-27,2022-11-27
Paul Smith,Weaver Sons and,1,1,47819.50,47819.49,61,11,2019-10-19,2019-10-19
Paul Solis,"and Bradshaw, Herrera Cook",1,1,16732.20,16732.23,69,12,2022-10-18,2022-10-18
Paul Solis,"and Clark Ruiz Kent,",1,1,9879.93,9879.93,55,22,2020-09-15,2020-09-15
Paul Steele,Craig-Perez,1,1,3127.47,3127.47,47,19,2020-09-22,2020-09-22
Paul Stevenson,Inc Everett,1,1,3444.64,3444.64,47,16,2022-03-04,2022-03-04
Paul Stevenson,LLC Blanchard,1,1,9540.68,9540.68,68,27,2023-04-25,2023-04-25
Paul Stewart,Mitchell-Campbell,1,1,46950.90,46950.91,82,6,2024-03-02,2024-03-02
Paul Stewart,Smith-Gonzalez,1,1,48103.80,48103.76,70,27,2021-02-21,2021-02-21
Paul Sullivan,PLC Morrison,1,1,28301.40,28301.44,36,5,2022-09-04,2022-09-04
Paul Thomas,and Sons Mills,1,1,26046.60,26046.56,64,22,2019-06-14,2019-06-14
Paul Thomas,Johnson-Bautista,1,1,16357.80,16357.75,21,2,2019-11-23,2019-11-23
Paul Thomas,Price-Jackson,2,1,71754.60,35877.29,74,20,2021-05-11,2021-05-11
Paul Thompson,Lynch-James,1,1,30221.30,30221.31,31,18,2023-01-23,2023-01-23
Paul Thompson,Pitts Group,1,1,40503.20,40503.25,20,18,2023-05-20,2023-05-20
Paul Torres,Rose Ltd,1,1,14448.30,14448.30,75,30,2024-04-04,2024-04-04
Paul Vang,"Martinez, Lewis Mack and",1,1,44872.60,44872.59,43,25,2022-05-12,2022-05-12
Paul Vazquez,"Smith, and Mason Shepherd",1,1,25286.80,25286.77,32,10,2023-04-19,2023-04-19
Paul Villegas,Butler-Watson,1,1,8714.36,8714.36,61,1,2019-05-22,2019-05-22
Paul Villegas,PLC Woods,1,1,5357.69,5357.69,22,10,2021-09-14,2021-09-14
Paul Walls,Abbott-Wilson,1,1,23968.50,23968.51,70,19,2020-05-06,2020-05-06
Paul Walsh,"Porter Tucker, and Travis",1,1,25492.60,25492.55,37,5,2022-06-19,2022-06-19
Paul Walton,Lopez LLC,1,1,12871.70,12871.74,85,13,2019-10-20,2019-10-20
Paul Ward,Morgan-Griffin,1,1,15192.80,15192.80,81,17,2019-12-16,2019-12-16
Paul Ware,Smith and Sons,1,1,24951.40,24951.40,80,8,2024-03-06,2024-03-06
Paul Washington,Vazquez-Butler,1,1,10423.80,10423.80,44,5,2021-06-08,2021-06-08
Paul Watts,Marks Inc,1,1,33744.70,33744.68,55,19,2020-05-08,2020-05-08
Paul Weber,"Mcdonald and Cox Miller,",1,1,19751.50,19751.51,32,15,2020-08-27,2020-08-27
Paul White,Graves-Mckee,1,1,34281.20,34281.17,63,1,2020-05-19,2020-05-19
Paul Williamson,Sons Sanchez and,2,1,35711.90,17855.97,38,16,2020-05-28,2020-05-28
Paul Wilson,"Campbell, Hall Bennett and",1,1,16233.50,16233.51,85,7,2021-05-06,2021-05-06
Paul Woodard,Ltd Martinez,1,1,28531.30,28531.29,56,15,2021-01-12,2021-01-12
Paul Young,Schmidt-Ford,2,1,91350.40,45675.18,23,24,2024-04-28,2024-04-28
Paula Alexander,Rodriguez-Adams,1,1,30801.10,30801.12,54,13,2020-12-20,2020-12-20
Paula Anderson,PLC Richard,1,1,13575.20,13575.16,70,9,2020-08-31,2020-08-31
Paula Berry,Ellison Group,1,1,4225.36,4225.36,61,13,2022-04-22,2022-04-22
Paula Bonilla,Chambers-Thornton,1,1,30680.70,30680.73,68,10,2023-08-29,2023-08-29
Paula Cross,"Reynolds Bell and Wood,",1,1,14097.60,14097.62,22,29,2021-05-20,2021-05-20
Paula Cuevas,Taylor-White,1,1,27551.10,27551.10,78,18,2024-01-23,2024-01-23
Paula Cummings,"Deleon, and Rodriguez Brown",1,1,18229.90,18229.93,54,23,2020-05-29,2020-05-29
Paula Davis,LLC Chavez,1,1,3500.09,3500.09,83,8,2023-03-15,2023-03-15
Paula Delgado,"and Hudson Merritt Lynch,",1,1,25616.70,25616.66,78,28,2023-12-15,2023-12-15
Paula Elliott,Oneal-Christian,1,1,45973.20,45973.20,57,16,2019-06-02,2019-06-02
Paula Elliott,Owens-Nash,1,1,41208.60,41208.64,83,18,2022-05-08,2022-05-08
Paula Fletcher,"Sanchez, and Lambert Fitzgerald",1,1,36849.20,36849.16,65,7,2019-10-03,2019-10-03
Paula Garcia,"Lopez Walls, Parker and",1,1,47087.30,47087.26,66,10,2019-09-05,2019-09-05
Paula Gentry,Group Moody,2,1,37692.40,18846.19,27,2,2021-02-27,2021-02-27
Paula Gonzalez,"Simpson Reyes Carrillo, and",2,1,43208.80,21604.42,40,4,2020-01-13,2020-01-13
Paula Gray,Schroeder Ltd,1,1,30787.30,30787.31,45,4,2022-12-04,2022-12-04
